species	feature_gadolinium_contrast	P.val_individual_gadolinium_contrast	coef_gadolinium_contrast	model_gadolinium_contrast	feature_lesion_burden	P.val_individual_lesion_burden	coef_lesion_burden	model_lesion_burden	feature_spinal_cord_lesion	P.val_individual_spinal_cord_lesion	coef_spinal_cord_lesion	model_spinal_cord_lesion	feature_subtentorial_lesions	P.val_individual_subtentorial_lesions	coef_subtentorial_lesions	model_subtentorial_lesions
Faecalibacterium_wellingii_abundance	Faecalibacterium_wellingii	0.242122076797238	-1.29001038391526	abundance	Faecalibacterium_wellingii	0.378392799135209	0.629078131224632	abundance	Faecalibacterium_wellingii	0.0571156556303283	-1.4549437690852	abundance	Faecalibacterium_wellingii	0.444646900593411	-0.701511580530581	abundance
Faecalibacterium_wellingii_prevalence	Faecalibacterium_wellingii	0.713962082653966	0.57681451020482	prevalence	Faecalibacterium_wellingii	0.718907548966208	-0.467414072713236	prevalence	Faecalibacterium_wellingii	0.640696138587908	-0.580315632434346	prevalence	Faecalibacterium_wellingii	0.495975840839382	-0.826019190140068	prevalence
Faecalimonas_umbilicata_abundance	Faecalimonas_umbilicata	0.556986802285574	0.400721610954793	abundance	Faecalimonas_umbilicata	0.608656131973189	-0.63428504756395	abundance	Faecalimonas_umbilicata	0.618255259803437	-0.616093691833097	abundance	Faecalimonas_umbilicata	0.646554134490018	0.343951390880793	abundance
Faecalimonas_umbilicata_prevalence	Faecalimonas_umbilicata	0.602426742172349	-0.472172678775198	prevalence	Faecalimonas_umbilicata	0.696587849540848	0.332821382649864	prevalence	Faecalimonas_umbilicata	0.789872704254995	0.216386354129944	prevalence	Faecalimonas_umbilicata	0.703790772523999	0.31469400607329	prevalence
Flavonifractor_plautii_abundance	Flavonifractor_plautii	0.360755971995786	0.251583966268654	abundance	Flavonifractor_plautii	0.643191221269441	-0.303589402748075	abundance	Flavonifractor_plautii	0.606985971820153	-0.377535279031405	abundance	Flavonifractor_plautii	0.33650661019354	0.371315466489898	abundance
Flavonifractor_plautii_prevalence	Flavonifractor_plautii	NA	NA	prevalence	Flavonifractor_plautii	NA	NA	prevalence	Flavonifractor_plautii	NA	NA	prevalence	Flavonifractor_plautii	NA	NA	prevalence
Flintibacter_sp. KGMB00164_abundance	Flintibacter_sp. KGMB00164	0.759469872558657	-0.592323501417507	abundance	Flintibacter_sp. KGMB00164	0.47211171188804	0.576418842693258	abundance	Flintibacter_sp. KGMB00164	0.420398477977173	0.571386019763204	abundance	Flintibacter_sp. KGMB00164	0.609985996471223	0.311473497643259	abundance
Flintibacter_sp. KGMB00164_prevalence	Flintibacter_sp. KGMB00164	0.113168586373114	2.26399436578458	prevalence	Flintibacter_sp. KGMB00164	0.676180736733868	0.30688981301051	prevalence	Flintibacter_sp. KGMB00164	0.526657964892057	0.435208128930731	prevalence	Flintibacter_sp. KGMB00164	0.559315334064131	-0.409980329674412	prevalence
Gordonibacter_pamelaeae_abundance	Gordonibacter_pamelaeae	0.444288803784553	0.483087919393723	abundance	Gordonibacter_pamelaeae	0.205773836309772	1.11622867606254	abundance	Gordonibacter_pamelaeae	0.992373435230381	-0.122400547926388	abundance	Gordonibacter_pamelaeae	0.359854830413061	-0.935448337663831	abundance
Gordonibacter_pamelaeae_prevalence	Gordonibacter_pamelaeae	NA	NA	prevalence	Gordonibacter_pamelaeae	NA	NA	prevalence	Gordonibacter_pamelaeae	NA	NA	prevalence	Gordonibacter_pamelaeae	NA	NA	prevalence
Gordonibacter_urolithinfaciens_abundance	Gordonibacter_urolithinfaciens	0.0820673527740553	1.19260682682326	abundance	Gordonibacter_urolithinfaciens	0.62355535175566	-0.493334811816695	abundance	Gordonibacter_urolithinfaciens	0.99962373613431	-0.113800167716705	abundance	Gordonibacter_urolithinfaciens	0.734734845025672	-0.394906941229203	abundance
Gordonibacter_urolithinfaciens_prevalence	Gordonibacter_urolithinfaciens	0.236671308258138	1.80532075959787	prevalence	Gordonibacter_urolithinfaciens	0.50273294342642	0.634412418111256	prevalence	Gordonibacter_urolithinfaciens	0.634271956556151	-0.425747875685475	prevalence	Gordonibacter_urolithinfaciens	0.473224125280152	-0.641777447166254	prevalence
Haemophilus_parainfluenzae_abundance	Haemophilus_parainfluenzae	0.851847126250319	-0.567779653432486	abundance	Haemophilus_parainfluenzae	0.435549796261558	-1.06334038694213	abundance	Haemophilus_parainfluenzae	0.621137005272727	0.481864674731773	abundance	Haemophilus_parainfluenzae	0.708630341792911	0.328656792673663	abundance
Haemophilus_parainfluenzae_prevalence	Haemophilus_parainfluenzae	0.708697589185896	-0.401859878334965	prevalence	Haemophilus_parainfluenzae	0.387762176481155	-0.87643900468066	prevalence	Haemophilus_parainfluenzae	0.118353845297161	-1.86876492483275	prevalence	Haemophilus_parainfluenzae	0.577927238653137	-0.516303187371396	prevalence
Hafnia_alvei_abundance	Hafnia_alvei	0.989237531702464	-0.177374508880566	abundance	Hafnia_alvei	0.123637172106781	-4.20876485813495	abundance	Hafnia_alvei	0.125618568076794	-4.20876485813495	abundance	Hafnia_alvei	0.670451440030039	-2.06808618167485	abundance
Hafnia_alvei_prevalence	Hafnia_alvei	0.945200845614825	0.0632565224978218	prevalence	Hafnia_alvei	0.735215266865758	0.295555588720798	prevalence	Hafnia_alvei	0.875247030631129	0.126714974356109	prevalence	Hafnia_alvei	0.741672272411328	0.264278728685842	prevalence
Holdemania_massiliensis_abundance	Holdemania_massiliensis	0.561195815063961	0.0133572660972225	abundance	Holdemania_massiliensis	0.168297519171543	0.617843070272665	abundance	Holdemania_massiliensis	0.947418908982655	-0.0839361325483793	abundance	Holdemania_massiliensis	0.764845712467017	-0.272419900777724	abundance
Holdemania_massiliensis_prevalence	Holdemania_massiliensis	NA	NA	prevalence	Holdemania_massiliensis	NA	NA	prevalence	Holdemania_massiliensis	NA	NA	prevalence	Holdemania_massiliensis	NA	NA	prevalence
Hungatella_hathewayi_abundance	Hungatella_hathewayi	0.0349028950589595	1.41440961621488	abundance	Hungatella_hathewayi	0.754387960547151	0.179761140840424	abundance	Hungatella_hathewayi	0.562349649629414	0.286019870262766	abundance	Hungatella_hathewayi	0.712281894653071	0.127047997080449	abundance
Hungatella_hathewayi_prevalence	Hungatella_hathewayi	NA	NA	prevalence	Hungatella_hathewayi	NA	NA	prevalence	Hungatella_hathewayi	NA	NA	prevalence	Hungatella_hathewayi	NA	NA	prevalence
Intestinibacter_bartlettii_abundance	Intestinibacter_bartlettii	0.716070762384988	0.151923090362145	abundance	Intestinibacter_bartlettii	0.747451579362836	-0.414883478587013	abundance	Intestinibacter_bartlettii	0.527472459984378	-0.776560815609935	abundance	Intestinibacter_bartlettii	0.813596033237298	-0.386318713545497	abundance
Intestinibacter_bartlettii_prevalence	Intestinibacter_bartlettii	NA	NA	prevalence	Intestinibacter_bartlettii	NA	NA	prevalence	Intestinibacter_bartlettii	NA	NA	prevalence	Intestinibacter_bartlettii	NA	NA	prevalence
Intestinimonas_butyriciproducens_abundance	Intestinimonas_butyriciproducens	0.779277807301807	-0.113013055920259	abundance	Intestinimonas_butyriciproducens	0.884699443418159	-0.140071467865481	abundance	Intestinimonas_butyriciproducens	0.921540516990921	-0.17086386768079	abundance	Intestinimonas_butyriciproducens	0.750527504409145	-0.319537642958655	abundance
Intestinimonas_butyriciproducens_prevalence	Intestinimonas_butyriciproducens	NA	NA	prevalence	Intestinimonas_butyriciproducens	NA	NA	prevalence	Intestinimonas_butyriciproducens	NA	NA	prevalence	Intestinimonas_butyriciproducens	NA	NA	prevalence
Klebsiella_pneumoniae_abundance	Klebsiella_pneumoniae	NA	-0.317324649173704	abundance	Klebsiella_pneumoniae	NA	-1.08960867971217	abundance	Klebsiella_pneumoniae	NA	-0.79331162293426	abundance	Klebsiella_pneumoniae	NA	0.528874415289507	abundance
Klebsiella_pneumoniae_prevalence	Klebsiella_pneumoniae	0.360088260760488	0.861879803664734	prevalence	Klebsiella_pneumoniae	0.758839424619316	0.275522489095888	prevalence	Klebsiella_pneumoniae	0.57510820967888	-0.481213308260169	prevalence	Klebsiella_pneumoniae	0.412239999503212	-0.752750761242208	prevalence
Klebsiella_quasipneumoniae_abundance	Klebsiella_quasipneumoniae	NA	NA	abundance	Klebsiella_quasipneumoniae	NA	NA	abundance	Klebsiella_quasipneumoniae	NA	NA	abundance	Klebsiella_quasipneumoniae	NA	NA	abundance
Klebsiella_quasipneumoniae_prevalence	Klebsiella_quasipneumoniae	0.531853952986125	-0.922730539496485	prevalence	Klebsiella_quasipneumoniae	0.567712525787375	-0.59352001188615	prevalence	Klebsiella_quasipneumoniae	0.600117915294589	-0.528841284318718	prevalence	Klebsiella_quasipneumoniae	0.90631500768186	-0.117344936572535	prevalence
Lachnoclostridium_[Clostridium] scindens_abundance	Lachnoclostridium_[Clostridium] scindens	0.783015215129089	-0.0716642674109626	abundance	Lachnoclostridium_[Clostridium] scindens	0.302507105201653	-0.831169083154012	abundance	Lachnoclostridium_[Clostridium] scindens	0.776939091499655	-0.314627354609847	abundance	Lachnoclostridium_[Clostridium] scindens	0.0614633153532823	1.20987920889892	abundance
Lachnoclostridium_[Clostridium] scindens_prevalence	Lachnoclostridium_[Clostridium] scindens	NA	NA	prevalence	Lachnoclostridium_[Clostridium] scindens	NA	NA	prevalence	Lachnoclostridium_[Clostridium] scindens	NA	NA	prevalence	Lachnoclostridium_[Clostridium] scindens	NA	NA	prevalence
Lachnoclostridium_[Clostridium] symbiosum_abundance	Lachnoclostridium_[Clostridium] symbiosum	0.10349688264865	1.491588534607	abundance	Lachnoclostridium_[Clostridium] symbiosum	0.13470715510776	1.4946096684575	abundance	Lachnoclostridium_[Clostridium] symbiosum	0.979333998476039	-0.0893175038655888	abundance	Lachnoclostridium_[Clostridium] symbiosum	0.044148352333848	1.77701471212184	abundance
Lachnoclostridium_[Clostridium] symbiosum_prevalence	Lachnoclostridium_[Clostridium] symbiosum	0.31096708339479	1.5377279262423	prevalence	Lachnoclostridium_[Clostridium] symbiosum	0.449475321451865	-0.763797492497012	prevalence	Lachnoclostridium_[Clostridium] symbiosum	0.885501521246532	0.131090228493655	prevalence	Lachnoclostridium_[Clostridium] symbiosum	0.19031498849668	1.52794136522053	prevalence
Lachnospira_eligens_abundance	Lachnospira_eligens	0.318623926565563	0.961841020428901	abundance	Lachnospira_eligens	0.437060243050134	-0.939075887662193	abundance	Lachnospira_eligens	0.807584272245558	-0.373742428739611	abundance	Lachnospira_eligens	0.779829672495147	0.17174847055752	abundance
Lachnospira_eligens_prevalence	Lachnospira_eligens	1	-5.11358687362368e-16	prevalence	Lachnospira_eligens	1	9.20820796872243e-16	prevalence	Lachnospira_eligens	1	-3.88511828532062e-17	prevalence	Lachnospira_eligens	0.999999999999999	9.15667224832132e-16	prevalence
Lacticaseibacillus_paracasei_abundance	Lacticaseibacillus_paracasei	0.814722984982282	-0.711203442633289	abundance	Lacticaseibacillus_paracasei	0.840532502040906	0.269294120709453	abundance	Lacticaseibacillus_paracasei	0.119978048042923	2.31134516715937	abundance	Lacticaseibacillus_paracasei	0.391637963449406	1.14241912485327	abundance
Lacticaseibacillus_paracasei_prevalence	Lacticaseibacillus_paracasei	0.556284939281609	-0.479861428071483	prevalence	Lacticaseibacillus_paracasei	0.787614754786659	0.19569463320919	prevalence	Lacticaseibacillus_paracasei	0.0840484943457926	-1.31413878254401	prevalence	Lacticaseibacillus_paracasei	0.736835760617452	-0.234905852005527	prevalence
Lactiplantibacillus_plantarum_abundance	Lactiplantibacillus_plantarum	0.405812880797466	-1.80224962912492	abundance	Lactiplantibacillus_plantarum	0.580456447915179	-0.990435411614292	abundance	Lactiplantibacillus_plantarum	0.514497278700736	0.966995462293022	abundance	Lactiplantibacillus_plantarum	0.545700603523891	0.866863310282543	abundance
Lactiplantibacillus_plantarum_prevalence	Lactiplantibacillus_plantarum	0.885185178821688	-0.110173450853387	prevalence	Lactiplantibacillus_plantarum	0.106959911844749	-1.15937074549707	prevalence	Lactiplantibacillus_plantarum	0.754950330077069	0.19933211860118	prevalence	Lactiplantibacillus_plantarum	0.615275370119625	-0.33041772055572	prevalence
Lactobacillus_amylovorus_abundance	Lactobacillus_amylovorus	0.656043070906582	-2.30034404165156	abundance	Lactobacillus_amylovorus	0.810855025308001	1.68739592789558	abundance	Lactobacillus_amylovorus	0.275877859245967	-4.50067836300424	abundance	Lactobacillus_amylovorus	0.265591730326358	9.00135672600851	abundance
Lactobacillus_amylovorus_prevalence	Lactobacillus_amylovorus	0.0497498909563182	1.71722985480952	prevalence	Lactobacillus_amylovorus	0.155807670686454	-1.22497890273489	prevalence	Lactobacillus_amylovorus	0.213312265591595	-1.0038398672667	prevalence	Lactobacillus_amylovorus	0.150432812792632	-1.27541011809358	prevalence
Lactobacillus_crispatus_abundance	Lactobacillus_crispatus	0.806978080527204	0.529414618193985	abundance	Lactobacillus_crispatus	0.74224243445208	0.701256605556695	abundance	Lactobacillus_crispatus	0.723158584675868	0.701256605556695	abundance	Lactobacillus_crispatus	0.530706831018628	1.12978736877107	abundance
Lactobacillus_crispatus_prevalence	Lactobacillus_crispatus	0.399782078377424	0.731550069590857	prevalence	Lactobacillus_crispatus	0.974351046646473	0.0268497623354578	prevalence	Lactobacillus_crispatus	0.688509937102625	0.313739998055287	prevalence	Lactobacillus_crispatus	0.762056629293199	-0.240945730703741	prevalence
Lactobacillus_delbrueckii_abundance	Lactobacillus_delbrueckii	0.552524423916394	-1.23692367708006	abundance	Lactobacillus_delbrueckii	0.338970836507464	-1.46571214938123	abundance	Lactobacillus_delbrueckii	0.150527052236628	2.14835880167603	abundance	Lactobacillus_delbrueckii	0.554754349781064	0.783721127234187	abundance
Lactobacillus_delbrueckii_prevalence	Lactobacillus_delbrueckii	0.116703258827264	1.3252233001802	prevalence	Lactobacillus_delbrueckii	0.966194012778952	0.0290569980223339	prevalence	Lactobacillus_delbrueckii	0.792869283178275	-0.168693277944817	prevalence	Lactobacillus_delbrueckii	0.755454779248981	0.202573162447918	prevalence
Lactobacillus_gasseri_abundance	Lactobacillus_gasseri	NA	NA	abundance	Lactobacillus_gasseri	NA	NA	abundance	Lactobacillus_gasseri	NA	0.465049289305358	abundance	Lactobacillus_gasseri	NA	0.465049289305357	abundance
Lactobacillus_gasseri_prevalence	Lactobacillus_gasseri	0.473805460137103	-1.05601804819919	prevalence	Lactobacillus_gasseri	0.12986544216586	1.86606509815614	prevalence	Lactobacillus_gasseri	0.603175671997807	0.507343014343976	prevalence	Lactobacillus_gasseri	0.811086118622828	-0.23507447412258	prevalence
Lactobacillus_paragasseri_abundance	Lactobacillus_paragasseri	NA	NA	abundance	Lactobacillus_paragasseri	NA	NA	abundance	Lactobacillus_paragasseri	NA	2.25679862467896	abundance	Lactobacillus_paragasseri	NA	2.6167569297905	abundance
Lactobacillus_paragasseri_prevalence	Lactobacillus_paragasseri	0.430596867961025	-1.17155442161621	prevalence	Lactobacillus_paragasseri	0.116447253784612	1.93317912058238	prevalence	Lactobacillus_paragasseri	0.633116955719343	0.464082353925257	prevalence	Lactobacillus_paragasseri	0.695686510015088	-0.38870927601064	prevalence
Lawsonibacter_asaccharolyticus_abundance	Lawsonibacter_asaccharolyticus	0.505785445646441	-0.771294507180421	abundance	Lawsonibacter_asaccharolyticus	0.908301046714328	0.0234467318896242	abundance	Lawsonibacter_asaccharolyticus	0.926420525266616	-0.0587675576029666	abundance	Lawsonibacter_asaccharolyticus	0.389417696470097	-0.657051945151119	abundance
Lawsonibacter_asaccharolyticus_prevalence	Lawsonibacter_asaccharolyticus	NA	NA	prevalence	Lawsonibacter_asaccharolyticus	NA	NA	prevalence	Lawsonibacter_asaccharolyticus	NA	NA	prevalence	Lawsonibacter_asaccharolyticus	NA	NA	prevalence
Ligilactobacillus_ruminis_abundance	Ligilactobacillus_ruminis	0.868957525406344	-0.631608845681058	abundance	Ligilactobacillus_ruminis	0.242565968588537	1.80803144165818	abundance	Ligilactobacillus_ruminis	0.209991337045389	1.86968406357647	abundance	Ligilactobacillus_ruminis	0.767212309908198	0.335516458784178	abundance
Ligilactobacillus_ruminis_prevalence	Ligilactobacillus_ruminis	0.900658958340497	0.0980376103975163	prevalence	Ligilactobacillus_ruminis	0.312560410115	-0.751757079685073	prevalence	Ligilactobacillus_ruminis	0.676564292452245	-0.272942299886731	prevalence	Ligilactobacillus_ruminis	0.252980889073179	-0.791109184081757	prevalence
Ligilactobacillus_salivarius_abundance	Ligilactobacillus_salivarius	0.0290165611068021	3.37705231990225	abundance	Ligilactobacillus_salivarius	0.623673111617188	1.24159629534583	abundance	Ligilactobacillus_salivarius	0.554423803243024	-1.86513078279555	abundance	Ligilactobacillus_salivarius	0.864711255908937	0.343089201963243	abundance
Ligilactobacillus_salivarius_prevalence	Ligilactobacillus_salivarius	0.0111512392917476	2.39209746160433	prevalence	Ligilactobacillus_salivarius	0.669572896637249	0.35871380882235	prevalence	Ligilactobacillus_salivarius	0.0623049891519832	1.81563976311391	prevalence	Ligilactobacillus_salivarius	0.80173302601664	0.199246515179897	prevalence
Limosilactobacillus_fermentum_abundance	Limosilactobacillus_fermentum	0.421941774654095	0.965532095542094	abundance	Limosilactobacillus_fermentum	0.622838793632825	-0.692074119301956	abundance	Limosilactobacillus_fermentum	0.181925984266609	1.56309483026575	abundance	Limosilactobacillus_fermentum	0.395605121812818	0.840075285823028	abundance
Limosilactobacillus_fermentum_prevalence	Limosilactobacillus_fermentum	0.960755551274313	0.0357396868391348	prevalence	Limosilactobacillus_fermentum	0.934816508216882	-0.053824191403228	prevalence	Limosilactobacillus_fermentum	0.195886657531882	-0.813539660328829	prevalence	Limosilactobacillus_fermentum	0.523396199993599	0.400420002843556	prevalence
Limosilactobacillus_mucosae_abundance	Limosilactobacillus_mucosae	0.399195177903078	-3.7605643553673	abundance	Limosilactobacillus_mucosae	0.168443936524682	5.56486927109622	abundance	Limosilactobacillus_mucosae	0.51120813888641	2.44219011929185	abundance	Limosilactobacillus_mucosae	0.365545022233754	3.45148284221515	abundance
Limosilactobacillus_mucosae_prevalence	Limosilactobacillus_mucosae	0.0973794690203182	1.35717645216877	prevalence	Limosilactobacillus_mucosae	0.149360917701048	-1.05467230159271	prevalence	Limosilactobacillus_mucosae	0.143795328183717	-0.998446664106397	prevalence	Limosilactobacillus_mucosae	0.337244831121869	-0.667317504030817	prevalence
Longicatena_caecimuris_abundance	Longicatena_caecimuris	0.112792447224067	1.79114609383093	abundance	Longicatena_caecimuris	0.184957486391458	-1.87132361756664	abundance	Longicatena_caecimuris	0.16509993230362	-1.69126330515698	abundance	Longicatena_caecimuris	0.920765833636924	-0.260972606642469	abundance
Longicatena_caecimuris_prevalence	Longicatena_caecimuris	0.450592067679826	0.54778341879672	prevalence	Longicatena_caecimuris	0.964751591426887	0.0289537152628661	prevalence	Longicatena_caecimuris	0.568277290601031	0.347990094612929	prevalence	Longicatena_caecimuris	0.490499679998461	0.429999330502179	prevalence
Massilistercora_timonensis_abundance	Massilistercora_timonensis	0.66106970136516	-0.727958907467006	abundance	Massilistercora_timonensis	0.075772460861139	1.49105546672979	abundance	Massilistercora_timonensis	0.592237582112679	0.324901186141586	abundance	Massilistercora_timonensis	0.940436084033465	-0.195794793343765	abundance
Massilistercora_timonensis_prevalence	Massilistercora_timonensis	1	-5.11358687362368e-16	prevalence	Massilistercora_timonensis	1	9.20820796872243e-16	prevalence	Massilistercora_timonensis	1	-3.88511828532062e-17	prevalence	Massilistercora_timonensis	0.999999999999999	9.15667224832132e-16	prevalence
Mediterraneibacter_[Ruminococcus] lactaris_abundance	Mediterraneibacter_[Ruminococcus] lactaris	0.719561156807587	-0.727375840334004	abundance	Mediterraneibacter_[Ruminococcus] lactaris	0.336709264799686	-1.07424088022919	abundance	Mediterraneibacter_[Ruminococcus] lactaris	0.703579479919299	-0.492489432807752	abundance	Mediterraneibacter_[Ruminococcus] lactaris	0.0474657669901644	-2.09586792009309	abundance
Mediterraneibacter_[Ruminococcus] lactaris_prevalence	Mediterraneibacter_[Ruminococcus] lactaris	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] lactaris	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] lactaris	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] lactaris	NA	NA	prevalence
Mediterraneibacter_[Ruminococcus] torques_abundance	Mediterraneibacter_[Ruminococcus] torques	0.130256567736201	0.717289046515302	abundance	Mediterraneibacter_[Ruminococcus] torques	0.746788592474953	0.144437112653826	abundance	Mediterraneibacter_[Ruminococcus] torques	0.120731440961054	0.762765564077392	abundance	Mediterraneibacter_[Ruminococcus] torques	0.847764024797646	-0.0212224660437071	abundance
Mediterraneibacter_[Ruminococcus] torques_prevalence	Mediterraneibacter_[Ruminococcus] torques	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] torques	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] torques	NA	NA	prevalence	Mediterraneibacter_[Ruminococcus] torques	NA	NA	prevalence
Mediterraneibacter_glycyrrhizinilyticus_abundance	Mediterraneibacter_glycyrrhizinilyticus	0.642729575602967	-0.819767767994437	abundance	Mediterraneibacter_glycyrrhizinilyticus	0.108673270960749	-1.68945076127673	abundance	Mediterraneibacter_glycyrrhizinilyticus	0.105903300418612	-1.63356276288708	abundance	Mediterraneibacter_glycyrrhizinilyticus	0.950383921885735	-0.0728301427220695	abundance
Mediterraneibacter_glycyrrhizinilyticus_prevalence	Mediterraneibacter_glycyrrhizinilyticus	0.494970893412875	1.05489590650821	prevalence	Mediterraneibacter_glycyrrhizinilyticus	0.606054888122968	0.587757289513783	prevalence	Mediterraneibacter_glycyrrhizinilyticus	0.179021303399249	1.70030705395798	prevalence	Mediterraneibacter_glycyrrhizinilyticus	0.312423400527388	1.27765697556036	prevalence
Mediterraneibacter_gnavus_abundance	Mediterraneibacter_gnavus	0.706893473243273	-0.115822724278624	abundance	Mediterraneibacter_gnavus	0.699342692446108	-0.224606696715446	abundance	Mediterraneibacter_gnavus	0.347270582402205	0.2870249573343	abundance	Mediterraneibacter_gnavus	0.288580336272389	0.32873226672834	abundance
Mediterraneibacter_gnavus_prevalence	Mediterraneibacter_gnavus	NA	NA	prevalence	Mediterraneibacter_gnavus	NA	NA	prevalence	Mediterraneibacter_gnavus	NA	NA	prevalence	Mediterraneibacter_gnavus	NA	NA	prevalence
Megamonas_funiformis_abundance	Megamonas_funiformis	NA	NA	abundance	Megamonas_funiformis	NA	NA	abundance	Megamonas_funiformis	NA	NA	abundance	Megamonas_funiformis	NA	NA	abundance
Megamonas_funiformis_prevalence	Megamonas_funiformis	0.658163549027466	-0.719172765399206	prevalence	Megamonas_funiformis	0.543040419239478	-0.833791913257393	prevalence	Megamonas_funiformis	0.56089789745356	-0.714532864029602	prevalence	Megamonas_funiformis	0.688416876684428	0.498044557234785	prevalence
Megasphaera_elsdenii_abundance	Megasphaera_elsdenii	0.159838895843218	1.72471594690418	abundance	Megasphaera_elsdenii	0.276033017542807	-3.86591439210181	abundance	Megasphaera_elsdenii	0.298932949510146	1.57641756611289	abundance	Megasphaera_elsdenii	0.726768165487481	0.929293051911157	abundance
Megasphaera_elsdenii_prevalence	Megasphaera_elsdenii	0.306456917272248	0.869055383567658	prevalence	Megasphaera_elsdenii	0.48374349794747	0.568721485501158	prevalence	Megasphaera_elsdenii	0.208164556765271	0.985489810248313	prevalence	Megasphaera_elsdenii	0.811210358466104	-0.181986065410318	prevalence
Megasphaera_hexanoica_abundance	Megasphaera_hexanoica	0.294778144720038	2.83537893756758	abundance	Megasphaera_hexanoica	0.200791886699448	-4.06099522611592	abundance	Megasphaera_hexanoica	0.586165822889533	1.21970479404402	abundance	Megasphaera_hexanoica	0.48578113978059	-1.98462733100798	abundance
Megasphaera_hexanoica_prevalence	Megasphaera_hexanoica	0.918796633726104	0.0795378803143857	prevalence	Megasphaera_hexanoica	0.0721686062231473	1.36636313169164	prevalence	Megasphaera_hexanoica	0.748058660657651	-0.209561547772542	prevalence	Megasphaera_hexanoica	0.277198736461554	0.740977966699561	prevalence
Megasphaera_massiliensis_abundance	Megasphaera_massiliensis	0.634914315655256	-2.97321420036609	abundance	Megasphaera_massiliensis	0.121724123206572	5.66807380256066	abundance	Megasphaera_massiliensis	0.232942052145371	4.7776695357208	abundance	Megasphaera_massiliensis	0.753512140391805	1.34145795220767	abundance
Megasphaera_massiliensis_prevalence	Megasphaera_massiliensis	0.162084198914309	1.09631004369741	prevalence	Megasphaera_massiliensis	0.799697008702783	0.189521098343052	prevalence	Megasphaera_massiliensis	0.666290289735585	-0.300441875996069	prevalence	Megasphaera_massiliensis	0.951194325697626	0.0432856582535678	prevalence
Megasphaera_sp._abundance	Megasphaera_sp.	0.47390140446826	-2.40953528999967	abundance	Megasphaera_sp.	0.0349587134636486	5.21401975184021	abundance	Megasphaera_sp.	0.79705621128529	0.652417078556685	abundance	Megasphaera_sp.	0.3315029117545	2.57848493482744	abundance
Megasphaera_sp._prevalence	Megasphaera_sp.	0.477232003434391	0.570437438848534	prevalence	Megasphaera_sp.	0.470659031135904	-0.555223489753922	prevalence	Megasphaera_sp.	0.985078701237336	0.01296506261734	prevalence	Megasphaera_sp.	0.346076216942175	0.671410906638746	prevalence
Monoglobus_pectinilyticus_abundance	Monoglobus_pectinilyticus	0.401114439410944	1.18475683110215	abundance	Monoglobus_pectinilyticus	0.39897283687179	-1.406217661564	abundance	Monoglobus_pectinilyticus	0.602184021003997	0.65798476518049	abundance	Monoglobus_pectinilyticus	0.497931238160209	-1.08456823515061	abundance
Monoglobus_pectinilyticus_prevalence	Monoglobus_pectinilyticus	0.748483161920824	-0.235650131331788	prevalence	Monoglobus_pectinilyticus	0.280190711795325	0.714037359673978	prevalence	Monoglobus_pectinilyticus	0.575041669510265	0.342811672528043	prevalence	Monoglobus_pectinilyticus	0.764321050134326	0.186739215881798	prevalence
Odoribacter_splanchnicus_abundance	Odoribacter_splanchnicus	0.944607325045492	-0.364510720572928	abundance	Odoribacter_splanchnicus	0.134078251729793	-1.22430196318487	abundance	Odoribacter_splanchnicus	0.610396092041472	-0.490207196352057	abundance	Odoribacter_splanchnicus	0.418866501544998	0.478933536112983	abundance
Odoribacter_splanchnicus_prevalence	Odoribacter_splanchnicus	1	-5.11358687362368e-16	prevalence	Odoribacter_splanchnicus	1	9.20820796872243e-16	prevalence	Odoribacter_splanchnicus	1	-3.88511828532062e-17	prevalence	Odoribacter_splanchnicus	0.999999999999999	9.15667224832132e-16	prevalence
Olsenella_timonensis_abundance	Olsenella_timonensis	0.784831615903307	0.203177290103336	abundance	Olsenella_timonensis	0.00580270391152315	4.37562426755294	abundance	Olsenella_timonensis	0.12478942456903	2.3558780320797	abundance	Olsenella_timonensis	0.360370912384586	1.36842966930585	abundance
Olsenella_timonensis_prevalence	Olsenella_timonensis	0.326227283861287	0.862850420329499	prevalence	Olsenella_timonensis	0.713226705635756	0.262019865930717	prevalence	Olsenella_timonensis	0.689631409259762	0.273751205108057	prevalence	Olsenella_timonensis	0.238738078129416	0.824985092637744	prevalence
Oscillibacter_hominis_abundance	Oscillibacter_hominis	0.74176616032369	-0.105954046045438	abundance	Oscillibacter_hominis	0.356588111664729	0.448718122963467	abundance	Oscillibacter_hominis	0.18151531471592	0.566210770977334	abundance	Oscillibacter_hominis	0.137428405239375	0.639635617553906	abundance
Oscillibacter_hominis_prevalence	Oscillibacter_hominis	NA	NA	prevalence	Oscillibacter_hominis	NA	NA	prevalence	Oscillibacter_hominis	NA	NA	prevalence	Oscillibacter_hominis	NA	NA	prevalence
